2,64,128,256,512,1024,2048,4096,8192,16384,32768,65536,131072,262144,524288,1048576,2097152,4194304
32,3.01660001e-05,2.97082667e-05
64,7.79968e-05,5.30512e-05,3.66766666e-05,3.41946666e-05
128,0.0002739535332,0.0001536573333,9.69008668e-05,6.06155999e-05,6.07438e-05,6.14804667e-05
256,0.0010405842,0.0005541375333,0.0003024710667,0.0001782434666,0.0001859449333,0.0001706797333,0.0001612159332,0.0001621686667
512,0.0040900328666,0.0021600429334,0.0011473756,0.0006442672666,0.0006503354001,0.0005982569333,0.0005921644667,0.0006150656667,0.0007469979333,0.0005855473334
1024,0.0153449876667,0.0077248213999,0.0040954720667,0.0022454104667,0.0022488500668,0.0020303661334,0.002052046,0.0007867735334,0.0007140553333,0.0007072002667,0.0007124264666,0.0007276255335
2048,0.0082269097334,0.0045777008,0.0027278061333,0.0017347528667,0.0017350657331,0.0010248034,0.0006925364001,0.0007971271334,0.0007197833334,0.0012818118,0.0007792473999,0.0007111904666,0.0007605265332,0.0007056006667
4096,0.0309231342,0.016525053,0.0089639764666,0.0050744811334,0.0050653955999,0.0018379605333,0.0007352652,0.0006584022001,0.0007026602667,0.0007107783333,0.000799626,0.0007235162,0.0007180360667,0.0007269914001,0.0007805687334,0.0005640227334
8192,0.1220714851332,0.063920287,0.0342317590667,0.0189873177333,0.0188591664666,0.005350637,0.0007177907333,0.0006912385334,0.0008015213999,0.0008025177334,0.0007125476667,0.0007088508667,0.0007200086001,0.0007317844,0.0007202554,0.0017245410667,0.0009631667334
16384,0.4880970344667,0.2550814052667,0.1360304359999,0.0748045180666,0.0745518506,0.0194047493333,0.0007327762,0.0007402735335,0.0007323777333,0.0007248856,0.0007206944666,0.0007273631334,0.0007356087334,0.0007183736667,0.0007216936001,0.0051394277333,0.0028357436667
32768,1.9521945574,1.0215235040667,0.5565056884667,0.3207123241333,0.3029612692667,0.0791632554,0.0008423977333,0.0006982274,0.0007360579333,0.0005529938,0.0007403297333,0.0007222585333,0.0007337445333,0.0007355820667,0.0007477095334,0.0113902686,0.0109845616667
65536,7.8255885125333,4.1233104006,2.2401505188667,1.3823972114667,1.2984132715334,0.5592631707333,0.0007658163333,0.0007353379333,0.0006171586667,0.0007315347332,0.000741238,0.0007787570667,0.0005610255333,0.0007246718,0.0007345812,0.0793189497334,0.0781264584667
3,8,64,128,256,512,1024,2048,4096,8192,16384,32768,65536,131072,262144,524288,1048576,2097152,4194304
16,2.19436667e-05
32,4.91786e-05,1.99434667e-05,2.08032667e-05
64,0.0001400712,3.62306e-05,2.74748e-05,2.74558667e-05,2.51450667e-05
128,0.0005112704667,8.59723333e-05,5.58686e-05,3.88405333e-05,3.36150667e-05,3.85096667e-05,3.70048667e-05
256,0.0019735644667,0.0002672876,0.0001400895333,9.01934667e-05,6.28568666e-05,5.57343333e-05,6.57777333e-05,6.49724e-05,6.59853333e-05
512,0.0078132904,0.0010073578,0.0005194598667,0.0002740838,0.0001810683333,0.0001758322667,0.0001820487333,0.0002294208,0.0003491622,0.0006279036,0.0008193330666
1024,0.029490983,0.0039836241333,0.0018469113333,0.0009710059333,0.0005591282,0.000583082,0.0005852885333,0.0008551201334,0.0007559168667,0.0007228625333,0.0005349236,0.0007770062,0.0007141574667
2048,0.1134650579333,0.0153955646667,0.0073082698,0.0038133122667,0.0021126226,0.0021742621333,0.0021994078,0.0008432968667,0.0006912920667,0.0007709458667,0.0007268092667,0.0007059458,0.0008430093333,0.0003454361333,0.0006960354
4096,0.4550165326,0.0572606337333,0.0289911750667,0.0153019413334,0.0083524656667,0.0084714862,0.0009930667333,0.0007055535333,0.0007333492667,0.0006045492,0.0007191096667,0.0007148430667,0.0007165407333,0.0007693313334,0.0007181643333,0.0007044020667,0.0004548876
8192,1.8181807600667,0.2299316291333,0.115831724,0.0602138624,0.0331483924,0.0338987721333,0.0017593020667,0.0006886268667,0.0007688975333,0.0006945384,0.0004695875333,0.0007211928667,0.0008044998667,0.0007508034,0.0007178789333,0.0007205651333,0.0008623864667,0.0017068227333
16384,7.2556937408667,0.9180852485333,0.4639399749334,0.2438105367334,0.136364169,0.1358923254,0.0050818906,0.0006827288,0.0007398536,0.0007328430667,0.000731516,0.0007282553333,0.0007169590667,0.0007145678667,0.0004934232667,0.0007256072,0.0030907842,0.0054449042
32768,29.0429719216,3.6639590192,1.8737393139333,1.0755635547333,0.5995990223333,0.5404723439333,0.0317654942666,0.0007269892,0.0007282874667,0.0006143462667,0.0007305693333,0.0007321774,0.0007278387334,0.0007415492,0.0007388488,0.0007270430667,0.0111359246,0.0109013844666
65536,116.1719135614667,14.7737170647333,7.5563659121333,4.3700267997333,3.4337774256,2.8480383763334,0.2087219856667,0.0007273116667,0.0007276138,0.0007842957333,0.0008251042666,0.0007385392,0.0007453040666,0.0007362423333,0.000680964,0.0007805716,0.0795828374667,0.0803195442667
